report_date,Country,Province,lon,lat,value
2015-12-12,Mexico,Tamaulipas,-98.8362755,24.26694,0
2015-12-12,Mexico,Tlaxcala,-98.2374954,19.318154,0
2015-12-12,Mexico,Veracruz_de_Ignacio_de_la_Llave,-96.5783387,19.2601605,0
2015-12-12,Mexico,Yucatan,-89.3985283,18.806656,0
2015-12-12,Mexico,Zacatecas,-102.5832539,22.7709249,0
2015-12-19,Mexico,Aguascalientes,-102.2915677,21.8852562,0
2015-12-19,Mexico,Baja_California,-113.5000018,27.9999938,0
2015-12-19,Mexico,Baja_California_Sur,-111.6660725,26.0444446,0
2015-12-19,Mexico,Campeche,-90.2618068,18.931225,0
2015-12-19,Mexico,Chiapas,-93.1292353,16.7569318,0
2015-12-19,Mexico,Chihuahua,-106.0691004,28.6329957,0
2015-12-19,Mexico,Coahuila_de_Zaragoza,-101.7068294,27.058676,0
2015-12-19,Mexico,Colima,-104.0072348,19.1222634,0
2015-12-19,Mexico,Distrito_Federal,-99.133208,19.4326077,0
2015-12-19,Mexico,Durango,-104.6531759,24.0277202,0
2015-12-19,Mexico,Guanajuato,-101.2573586,21.0190145,0
2015-12-19,Mexico,Guerrero,-99.5450974,17.4391926,0
2015-12-19,Mexico,Hidalgo,-98.7623874,20.0910963,0
2015-12-19,Mexico,Jalisco,-103.3494376,20.6595382,0
2015-12-19,Mexico,Mexico,-99.133208,19.4326077,0
2015-12-19,Mexico,Michoacan_de_Ocampo,-101.7068294,19.5665192,0
2015-12-19,Mexico,Morelos,-99.1013498,18.6813049,0
2015-12-19,Mexico,Nayarit,-104.8454619,21.7513844,0
2015-12-19,Mexico,Nuevo_Leon,-99.9961947,25.592172,0
2015-12-19,Mexico,Oaxaca,-96.7132304,17.0542297,0
2015-12-19,Mexico,Puebla,-98.2061996,19.0412967,0
2015-12-19,Mexico,Queretaro_de_Arteaga,-100.3898876,20.5888184,0
2015-12-19,Mexico,Quintana_Roo,-88.4791376,19.1817393,0
2015-12-19,Mexico,San_Luis_Potosi,-100.9855409,22.1564699,0
2015-12-19,Mexico,Sinaloa,-107.4795173,25.1721091,0
2015-12-19,Mexico,Sonora,-110.3308814,29.2972247,0
2015-12-19,Mexico,Tabasco,-92.6189273,17.8409173,0
2015-12-19,Mexico,Tamaulipas,-98.8362755,24.26694,0
2015-12-19,Mexico,Tlaxcala,-98.2374954,19.318154,0
2015-12-19,Mexico,Veracruz_de_Ignacio_de_la_Llave,-96.5783387,19.2601605,0
2015-12-19,Mexico,Yucatan,-89.3985283,18.806656,0
2015-12-19,Mexico,Zacatecas,-102.5832539,22.7709249,0
2015-12-26,Mexico,Aguascalientes,-102.2915677,21.8852562,0
2015-12-26,Mexico,Baja_California,-113.5000018,27.9999938,0
2015-12-26,Mexico,Baja_California_Sur,-111.6660725,26.0444446,0
2015-12-26,Mexico,Campeche,-90.2618068,18.931225,0
2015-12-26,Mexico,Chiapas,-93.1292353,16.7569318,0
2015-12-26,Mexico,Chihuahua,-106.0691004,28.6329957,0
2015-12-26,Mexico,Coahuila_de_Zaragoza,-101.7068294,27.058676,0
2015-12-26,Mexico,Colima,-104.0072348,19.1222634,0
2015-12-26,Mexico,Distrito_Federal,-99.133208,19.4326077,0
2015-12-26,Mexico,Durango,-104.6531759,24.0277202,0
2015-12-26,Mexico,Guanajuato,-101.2573586,21.0190145,0
2015-12-26,Mexico,Guerrero,-99.5450974,17.4391926,0
2015-12-26,Mexico,Hidalgo,-98.7623874,20.0910963,0
2015-12-26,Mexico,Jalisco,-103.3494376,20.6595382,0
2015-12-26,Mexico,Mexico,-99.133208,19.4326077,0
2015-12-26,Mexico,Michoacan_de_Ocampo,-101.7068294,19.5665192,0
2015-12-26,Mexico,Morelos,-99.1013498,18.6813049,0
2015-12-26,Mexico,Nayarit,-104.8454619,21.7513844,0
2015-12-26,Mexico,Nuevo_Leon,-99.9961947,25.592172,0
2015-12-26,Mexico,Oaxaca,-96.7132304,17.0542297,0
2015-12-26,Mexico,Puebla,-98.2061996,19.0412967,0
2015-12-26,Mexico,Queretaro_de_Arteaga,-100.3898876,20.5888184,0
2015-12-26,Mexico,Quintana_Roo,-88.4791376,19.1817393,0
2015-12-26,Mexico,San_Luis_Potosi,-100.9855409,22.1564699,0
2015-12-26,Mexico,Sinaloa,-107.4795173,25.1721091,0
2015-12-26,Mexico,Sonora,-110.3308814,29.2972247,0
2015-12-26,Mexico,Tabasco,-92.6189273,17.8409173,0
2015-12-26,Mexico,Tamaulipas,-98.8362755,24.26694,0
2015-12-26,Mexico,Tlaxcala,-98.2374954,19.318154,0
2015-12-26,Mexico,Veracruz_de_Ignacio_de_la_Llave,-96.5783387,19.2601605,0
2015-12-26,Mexico,Yucatan,-89.3985283,18.806656,0
2015-12-26,Mexico,Zacatecas,-102.5832539,22.7709249,0
2016-01-02,Mexico,Aguascalientes,-102.2915677,21.8852562,0
2016-01-02,Mexico,Baja_California,-113.5000018,27.9999938,0
2016-01-02,Mexico,Baja_California_Sur,-111.6660725,26.0444446,0
2016-01-02,Mexico,Campeche,-90.2618068,18.931225,0
2016-01-02,Mexico,Chiapas,-93.1292353,16.7569318,9
2016-01-02,Mexico,Chihuahua,-106.0691004,28.6329957,0
2016-01-02,Mexico,Coahuila_de_Zaragoza,-101.7068294,27.058676,0
2016-01-02,Mexico,Colima,-104.0072348,19.1222634,0
2016-01-02,Mexico,Distrito_Federal,-99.133208,19.4326077,0
2016-01-02,Mexico,Durango,-104.6531759,24.0277202,0
2016-01-02,Mexico,Guanajuato,-101.2573586,21.0190145,0
2016-01-02,Mexico,Guerrero,-99.5450974,17.4391926,0
2016-01-02,Mexico,Hidalgo,-98.7623874,20.0910963,0
2016-01-02,Mexico,Jalisco,-103.3494376,20.6595382,1
2016-01-02,Mexico,Mexico,-99.133208,19.4326077,0
2016-01-02,Mexico,Michoacan_de_Ocampo,-101.7068294,19.5665192,0
2016-01-02,Mexico,Morelos,-99.1013498,18.6813049,0
2016-01-02,Mexico,Nayarit,-104.8454619,21.7513844,0
2016-01-02,Mexico,Nuevo_Leon,-99.9961947,25.592172,3
2016-01-02,Mexico,Oaxaca,-96.7132304,17.0542297,0
2016-01-02,Mexico,Puebla,-98.2061996,19.0412967,0
2016-01-02,Mexico,Queretaro_de_Arteaga,-100.3898876,20.5888184,0
2016-01-02,Mexico,Quintana_Roo,-88.4791376,19.1817393,0
2016-01-02,Mexico,San_Luis_Potosi,-100.9855409,22.1564699,0
2016-01-02,Mexico,Sinaloa,-107.4795173,25.1721091,0
2016-01-02,Mexico,Sonora,-110.3308814,29.2972247,0
2016-01-02,Mexico,Tabasco,-92.6189273,17.8409173,0
2016-01-02,Mexico,Tamaulipas,-98.8362755,24.26694,0
2016-01-02,Mexico,Tlaxcala,-98.2374954,19.318154,0
2016-01-02,Mexico,Veracruz_de_Ignacio_de_la_Llave,-96.5783387,19.2601605,0
2016-01-02,Mexico,Yucatan,-89.3985283,18.806656,0
2016-01-02,Mexico,Zacatecas,-102.5832539,22.7709249,0
2016-01-09,Mexico,Aguascalientes,-102.2915677,21.8852562,0
2016-01-09,Mexico,Baja_California,-113.5000018,27.9999938,0
2016-01-09,Mexico,Baja_California_Sur,-111.6660725,26.0444446,0
2016-01-09,Mexico,Campeche,-90.2618068,18.931225,0
2016-01-09,Mexico,Chiapas,-93.1292353,16.7569318,0
2016-01-09,Mexico,Chihuahua,-106.0691004,28.6329957,0
2016-01-09,Mexico,Coahuila_de_Zaragoza,-101.7068294,27.058676,0
2016-01-09,Mexico,Colima,-104.0072348,19.1222634,0
2016-01-09,Mexico,Distrito_Federal,-99.133208,19.4326077,0
2016-01-09,Mexico,Durango,-104.6531759,24.0277202,0
2016-01-09,Mexico,Guanajuato,-101.2573586,21.0190145,0
2016-01-09,Mexico,Guerrero,-99.5450974,17.4391926,0
2016-01-09,Mexico,Hidalgo,-98.7623874,20.0910963,0
2016-01-09,Mexico,Jalisco,-103.3494376,20.6595382,0
2016-01-09,Mexico,Mexico,-99.133208,19.4326077,0
2016-01-09,Mexico,Michoacan_de_Ocampo,-101.7068294,19.5665192,0
2016-01-09,Mexico,Morelos,-99.1013498,18.6813049,0
2016-01-09,Mexico,Nayarit,-104.8454619,21.7513844,0
